Anibal Sanchez,SP,34.8,R,R,ATL,WSH,2,"$19,000,000","$9,500,000",1,,,0.024,0.072,136.7,2.83,1.08,7,,3.01
Wilson Ramos,C,31.3,R,R,PHI,NYM,2,"$19,000,000","$9,500,000",117,70,15,0.306,0.845,,,,,,1.9
Yasmani Grandal,C,30.2,S,R,LAD,MIL,1,"$18,250,000","$18,250,000",106,68,24,0.241,0.815,,,,,,3.29
Kelvin Herrera,RP,29.0,R,R,WSH,CHW,2,"$18,000,000","$9,000,000",,,,,,44.3,2.44,1.20,2,17,1.44
Garrett Richards,SP,30.5,R,R,LAA,SD,2,"$15,500,000","$7,750,000",,,,,,76.3,3.66,1.28,5,,0.11
Joakim Soria,RP,34.6,R,R,MIL,OAK,2,"$15,000,000","$7,500,000",,,,,,60.7,3.12,1.14,3,16,1.04
Nelson Cruz,DH,38.4,R,R,SEA,MIN,1,"$14,300,000","$14,300,000",133,97,37,0.256,0.851,,,,,,2.9
Michael Fiers,SP,33.5,R,R,OAK,OAK,2,"$14,100,000","$7,050,000",,,,,,172,3.56,1.18,12,,2.85
Matt Harvey,SP,29.7,R,R,CIN,LAA,1,"$11,000,000","$11,000,000",4,1,,0.075,0.184,155,4.94,1.30,7,,-0.4
Mike Moustakas,3B,30.4,L,R,MIL,MIL,1,"$10,000,000","$10,000,000",144,95,28,0.251,0.774,,,,,,2.12
Justin Wilson,RP,31.4,L,L,CHC,NYM,2,"$10,000,000","$5,000,000",,,,,,54.7,3.46,1.43,4,0,0.74
Kurt Suzuki,C,35.1,R,R,ATL,WSH,2,"$10,000,000","$5,000,000",94,50,12,0.271,0.776,,,,,,2.11
Brian Dozier,2B,31.6,R,R,LAD,WSH,1,"$9,000,000","$9,000,000",119,72,21,0.215,0.696,,,,,,1.02
Trevor Cahill,RP,30.8,R,R,OAK,LAA,1,"$9,000,000","$9,000,000",,,,,,110,3.76,1.19,7,0,1.29
Cody Allen,RP,30.1,R,R,CLE,LAA,1,"$8,500,000","$8,500,000",,,,,,67,4.70,1.36,4,27,0
Ian Kinsler,2B,36.4,R,R,BOS,SD,2,"$8,000,000","$4,000,000",117,48,14,0.240,0.681,,,,,,2.53
Jesse Chavez,RP,35.2,R,R,CHC,TEX,2,"$8,000,000","$4,000,000",,,,,,95.3,2.55,1.06,5,5,1.17
Jonathan Schoop,2B,27.1,R,R,MIL,MIN,1,"$7,500,000","$7,500,000",110,61,21,0.233,0.682,,,,,,1.34
Derek Holland,RP,32.2,S,L,SF,SF,1,"$7,000,000","$7,000,000",3,,,0.057,0.149,171.3,3.57,1.29,7,0,2.12
Nick Markakis,RF,35.2,L,L,ATL,ATL,1,"$6,000,000","$6,000,000",185,93,14,0.297,0.806,,,,,,2.58
Tyson Ross,SP,31.6,R,R,STL,DET,1,"$5,750,000","$5,750,000",8,4,1,0.195,0.477,149.7,4.15,1.30,7,,0.21
Robinson Chirinos,C,34.4,R,R,TEX,HOU,1,"$5,750,000","$5,750,000",80,65,18,0.222,0.757,,,,,,1.45
Jordy Mercer,SS,32.2,R,R,PIT,DET,1,"$5,250,000","$5,250,000",99,39,6,0.251,0.696,,,,,,0.07
Billy Hamilton,CF,28.2,S,R,CIN,KC,1,"$5,250,000","$5,250,000",119,29,4,0.236,0.626,,,,,,0.29
Freddy Galvis,SS,29.2,S,R,SD,TOR,1,"$5,000,000","$5,000,000",149,67,13,0.248,0.679,,,,,,2.34
Daniel Descalso,2B,32.1,L,R,ARI,CHC,2,"$5,000,000","$2,500,000",83,57,13,0.238,0.789,3.3,,,,,1.1
Wade Miley,SP,32.2,L,L,MIL,HOU,1,"$4,500,000","$4,500,000",5,,,0.185,0.399,80.7,2.57,1.22,5,,1.48
Wilmer Flores,1B,27.4,R,R,NYM,ARI,1,"$4,250,000","$4,250,000",103,51,11,0.267,0.736,,,,,,0.49
Marco Estrada,SP,35.5,R,R,TOR,OAK,1,"$4,000,000","$4,000,000",,,,,,143.7,5.64,1.43,7,,0.63
Martin Perez,SP,27.8,L,L,TEX,MIN,1,"$4,000,000","$4,000,000",,,,,,85.3,6.22,1.78,2,,-0.86
Jon Jay,RF,33.8,L,L,ARI,CHW,1,"$4,000,000","$4,000,000",141,40,3,0.268,0.677,,,,,,0.83
Matt Adams,1B,30.2,L,R,STL,WSH,1,"$4,000,000","$4,000,000",73,57,21,0.239,0.786,,,,,,0.95
Asdrubal Cabrera,2B,33.2,S,R,PHI,TEX,1,"$3,500,000","$3,500,000",143,75,23,0.262,0.774,,,,,,1.42
Avisail Garcia,RF,27.6,R,R,CHW,TB,1,"$3,500,000","$3,500,000",84,49,19,0.236,0.719,,,,,,0.31
Matt Shoemaker,SP,32.2,R,R,LAA,TOR,1,"$3,500,000","$3,500,000",,,,,,31,4.94,1.26,2,,0.1
Greg Holland,RP,33.2,R,R,WSH,ARI,1,"$3,250,000","$3,250,000",,,,,,46.3,4.66,1.62,2,3,-1.45
Gio Gonzalez (minor),SP,33.4,R,L,MIL,NYY,1,"$3,000,000","$3,000,000",4,1,,0.078,0.194,171,4.21,1.44,10,,1.5
Adam Jones,CF,33.6,R,R,BAL,ARI,1,"$3,000,000","$3,000,000",163,63,15,0.281,0.732,,,,,,0.15
Clay Buchholz,SP,34.5,L,R,ARI,TOR,1,"$3,000,000","$3,000,000",2,1,,0.065,0.191,98.3,2.01,1.04,7,,3.15
Bud Norris (minor),RP,33.9,R,R,STL,TOR,1,"$3,000,000","$3,000,000",,,,,,57.7,3.59,1.25,3,28,-0.02
Adeiny Hechavarria (minor),SS,29.8,R,R,NYY,NYM,1,"$3,000,000","$3,000,000",73,31,6,0.247,0.624,,,,,,0.86
Chris Owings,2B,27.2,R,R,ARI,KC,1,"$3,000,000","$3,000,000",58,22,4,0.206,0.574,,,,,,-0.24
Jake Diekman,RP,32.0,L,L,ARI,KC,1,"$2,750,000","$2,750,000",,,,,,53.3,4.73,1.50,1,2,0.77
Shawn Kelley,RP,34.8,R,R,OAK,TEX,1,"$2,750,000","$2,750,000",,,,,,49,2.94,0.90,2,0,0.64
Lonnie Chisenhall,RF,30.1,L,R,CLE,PIT,1,"$2,750,000","$2,750,000",27,9,1,0.321,0.846,,,,,,0.14
Martin Maldonado,C,32.5,R,R,HOU,KC,1,"$2,500,000","$2,500,000",84,44,9,0.225,0.627,,,,,,0.37
Adam Warren,RP,31.5,R,R,SEA,SD,1,"$2,500,000","$2,500,000",,,,,,51.7,3.14,1.32,3,0,0.71
Jose Iglesias (minor),SS,29.1,R,R,DET,CIN,1,"$2,500,000","$2,500,000",116,48,5,0.269,0.699,,,,,,2.17
Sergio Romo,RP,35.9,R,R,TB,MIA,1,"$2,500,000","$2,500,000",,,,,,67.3,4.14,1.26,3,25,0.45
Oliver Perez,RP,37.4,L,L,CLE,CLE,1,"$2,500,000","$2,500,000",,,,,,32.3,1.39,0.74,1,0,1.25
David Phelps,RP,32.2,R,R,SEA,TOR,1,"$2,500,000","$2,500,000",,,,,,,,,,,
James McCann,C,28.5,R,R,DET,CHW,1,"$2,500,000","$2,500,000",94,39,8,0.220,0.581,,,,,,-0.53
Justin Bour,1B,30.5,L,R,PHI,LAA,1,"$2,500,000","$2,500,000",96,59,20,0.227,0.745,,,,,,0.69
Matt Moore,SP,29.4,L,L,TEX,DET,1,"$2,500,000","$2,500,000",,,,,,102,6.79,1.66,3,,-1.16
Brad Boxberger,RP,30.7,R,R,ARI,KC,1,"$2,200,000","$2,200,000",,,,,,53.3,4.39,1.43,3,32,-0.67
Jordan Lyles,SP,28.1,R,R,MIL,PIT,1,"$2,050,000","$2,050,000",,1,,,0.167,87.7,4.11,1.27,3,,0.2
Gio Gonzalez,SP,33.6,R,L,NYY,MIL,1,"$2,000,000","$2,000,000",4,1,,0.078,0.194,171,4.21,1.44,10,,1.5
Logan Forsythe (minor),2B,32.1,R,R,MIN,TEX,1,"$2,000,000","$2,000,000",86,27,2,0.232,0.603,,,,,,-0.67
Josh Harrison,2B,31.6,R,R,PIT,DET,1,"$2,000,000","$2,000,000",86,37,8,0.250,0.656,,,,,,0.29
Derek Dietrich (minor),2B,29.6,L,R,MIA,CIN,1,"$2,000,000","$2,000,000",132,45,16,0.265,0.751,,,,,,0.43
Robbie Grossman,RF,29.3,S,L,MIN,OAK,1,"$2,000,000","$2,000,000",108,48,5,0.273,0.751,,,,,,1.45
Hunter Pence (minor),RF,35.8,R,R,SF,TEX,1,"$2,000,000","$2,000,000",53,24,4,0.226,0.590,,,,,,-0.86
Zach Duke,RP,35.8,L,L,SEA,CIN,1,"$2,000,000","$2,000,000",,,,,,52,4.15,1.50,5,0,0.21
Neil Walker,2B,33.3,S,R,NYY,MIA,1,"$2,000,000","$2,000,000",76,46,11,0.219,0.663,,,,,,-0.14
Shelby Miller,SP,28.2,R,R,ARI,TEX,1,"$2,000,000","$2,000,000",,1,,,0.200,16,1.69,2.00,0,,-1.05
Hector Santiago (minor),RP,31.0,R,L,CHW,NYM,1,"$2,000,000","$2,000,000",,,,,,102,4.50,1.59,6,2,0.61
Brian McCann,C,34.8,L,R,HOU,ATL,1,"$2,000,000","$2,000,000",40,23,7,0.212,0.640,,,,,,0.95
Francisco Liriano (minor),RP,35.2,L,L,DET,PIT,1,"$1,800,000","$1,800,000",,,,,,133.7,4.58,1.50,5,0,0
Gerardo Parra (minor),RF,31.8,L,L,COL,SF,1,"$1,750,000","$1,750,000",114,53,6,0.284,0.714,,,,,,0.47
Devin Mesoraco (minor),C,30.6,R,R,NYM,NYM,1,"$1,750,000","$1,750,000",54,33,11,0.221,0.701,,,,,,-0.06
Curtis Granderson (minor),LF,37.8,L,R,MIL,MIA,1,"$1,750,000","$1,750,000",83,38,13,0.242,0.782,,,,,,0.6
Tim Beckham,3B,28.9,R,R,BAL,SEA,1,"$1,750,000","$1,750,000",85,35,12,0.230,0.661,,,,,,0.67
John Axford (minor),RP,35.8,R,R,LAD,TOR,1,"$1,650,000","$1,650,000",,,,,,54.7,5.27,1.35,4,0,0.33
Brandon Guyer (minor),LF,33.0,R,R,CLE,CHW,1,"$1,600,000","$1,600,000",40,27,7,0.206,0.671,1,,,,,-0.2
Luis Avilan (minor),RP,29.4,L,L,PHI,NYM,1,"$1,600,000","$1,600,000",,,,,,45.3,3.77,1.37,2,2,0.25
Daniel Hudson,RP,32.0,R,R,LAA,TOR,1,"$1,500,000","$1,500,000",,,,,,46,4.11,1.22,3,0,-0.38
Matt Wieters (minor),C,32.8,S,R,WSH,STL,1,"$1,500,000","$1,500,000",56,30,8,0.238,0.704,,,,,,0.62
Tyler Clippard (minor),RP,34.0,R,R,TOR,CLE,1,"$1,500,000","$1,500,000",,,,,,68.7,3.67,1.17,4,6,1.33
Brett Anderson,SP,31.0,L,L,OAK,OAK,1,"$1,500,000","$1,500,000",1,,,0.250,0.500,80.3,4.48,1.28,4,,0.47
Marc Rzepczynski (minor),RP,33.4,L,L,SEA,ARI,1,"$1,500,000","$1,500,000",,,,,,10.3,6.97,2.52,0,0,-0.67
Jerry Blevins (minor),RP,35.3,L,L,NYM,OAK,1,"$1,500,000","$1,500,000",1,1,,0.500,1.000,42.7,4.85,1.36,4,1,0.01
Brandon Maurer (minor),RP,28.5,R,R,KC,PIT,1,"$1,500,000","$1,500,000",,,,,,31.3,7.76,2.14,0,1,-1.23
Drew Pomeranz,RP,30.2,R,L,BOS,SF,1,"$1,500,000","$1,500,000",,,,,,74,6.08,1.77,2,0,-0.48
Cory Gearrin,RP,32.7,R,R,OAK,SEA,1,"$1,400,000","$1,400,000",,,,,,57.3,3.77,1.34,2,1,0.1
Jeremy Hellickson,RP,31.8,R,R,WSH,WSH,1,"$1,300,000","$1,300,000",2,1,,0.062,0.156,91.3,3.45,1.07,5,0,1.68
Hunter Strickland,RP,30.3,R,R,SF,SEA,1,"$1,300,000","$1,300,000",,,,,,45.3,3.97,1.41,3,15,-0.43
Lucas Duda (minor),1B,33.1,L,R,MIN,KC,1,"$1,250,000","$1,250,000",79,50,14,0.241,0.731,,,,,,0.31
Tony Sipp,RP,35.7,L,L,HOU,WSH,1,"$1,250,000","$1,250,000",,,,,,38.7,1.86,1.03,3,0,1.3
Matt Joyce (minor),LF,34.5,L,R,OAK,CLE,1,"$1,250,000","$1,250,000",43,15,7,0.208,0.675,,,,,,0.05
Melky Cabrera (minor),LF,34.5,S,L,CLE,PIT,1,"$1,150,000","$1,150,000",70,39,6,0.280,0.755,,,,,,-0.03
Caleb Joseph,C,32.6,R,R,BAL,ARI,1,"$1,100,000","$1,100,000",58,17,3,0.219,0.575,,,,,,0.32
Logan Morrison (minor),DH,31.6,L,L,MIN,NYY,1,"$1,000,000","$1,000,000",59,39,15,0.186,0.644,,,,,,-0.31
Josh Tomlin (minor),RP,34.4,R,R,MIL,ATL,1,"$1,000,000","$1,000,000",,,,,,70.3,6.14,1.48,2,0,-0.91
Josh Fields (minor),RP,33.6,R,R,LAD,MIL,1,"$1,000,000","$1,000,000",,,,,,41,2.20,0.95,2,2,0.9
Ben Revere (minor),CF,30.8,L,R,LAA,TEX,1,"$1,000,000","$1,000,000",,,,,,,,,,,
Adam Rosales (minor),2B,35.7,R,R,CLE,MIN,1,"$1,000,000","$1,000,000",4,2,1,0.211,0.671,,,,,,0.01
Ryan Flaherty (minor),3B,32.5,L,R,ATL,CLE,1,"$1,000,000","$1,000,000",35,13,2,0.217,0.590,,,,,,-0.82
Mark Reynolds (minor),3B,35.4,R,R,WSH,COL,1,"$1,000,000","$1,000,000",51,40,13,0.248,0.804,0.3,,,,,-0.31
Zach McAllister,RP,31.1,R,R,LAD,TEX,1,"$1,000,000","$1,000,000",,,,,,45,6.20,1.49,1,0,-0.15
Jeanmar Gomez (minor),RP,30.8,R,R,CHW,TEX,1,"$1,000,000","$1,000,000",,,,,,25,4.68,1.56,0,0,-0.17
Chris Herrmann,C,31.0,L,R,HOU,OAK,1,"$1,000,000","$1,000,000",18,7,2,0.237,0.743,,,,,,0.5
Gorkys Hernandez (minor),LF,31.2,R,R,SF,BOS,1,"$1,000,000","$1,000,000",97,40,15,0.234,0.676,,,,,,0.52
Jose Lobaton (minor),C,34.1,S,R,NYM,SEA,1,"$1,000,000","$1,000,000",7,4,,0.143,0.470,,,,,,-0.51
Matt Szczur (minor),CF,29.3,R,R,SD,ARI,1,"$950,000","$950,000",14,6,1,0.187,0.532,,,,,,-0.33
Xavier Cedeno (minor),RP,32.4,L,L,MIL,CHC,1,"$900,000","$900,000",,,,,,33.3,2.43,1.26,2,1,0.62
Jake Petricka,RP,30.6,R,R,TOR,MIL,1,"$900,000","$900,000",,,,,,45.7,4.53,1.64,3,0,0.03
Tim Collins (minor),RP,29.6,L,L,MIN,CHC,1,"$850,000","$850,000",,,,,,22.7,4.37,1.54,0,0,0.28
Tom Koehler (minor),RP,33.0,R,R,LAD,PIT,1,"$850,000","$850,000",,,,,,,,,,,
Jesus Sucre (minor),C,30.8,R,R,TB,BAL,1,"$850,000","$850,000",38,17,1,0.209,0.500,1,,,,,-0.23
Andres Blanco (minor),3B,34.6,S,R,MIL,ATL,1,"$850,000","$850,000",,,,,,,,,,,
Nate Karns,SP,31.2,R,R,KC,BAL,1,"$800,000","$800,000",,,,,,,,,,,
Ronald Torreyes (minor),2B,26.2,R,R,CHC,MIN,1,"$800,000","$800,000",28,7,,0.280,0.664,,,,,,0.28
Alex Wilson,RP,32.3,R,R,CLE,MIL,1,"$750,000","$750,000",,,,,,61.7,3.36,1.05,2,0,1.24
Tony Barnette,RP,35.2,R,R,TEX,CHC,1,"$750,000","$750,000",,,,,,26.3,2.39,0.91,2,0,0.44
J.B. Shuck (minor),LF,31.6,L,L,MIA,PIT,1,"$700,000","$700,000",25,4,,0.192,0.486,,,,,,-0.83
Gordon Beckham (minor),2B,32.3,R,R,SEA,DET,1,"$700,000","$700,000",8,1,,0.182,0.455,,,,,,0.11
Francisco Pena (minor),C,29.1,R,R,STL,STL,1,"$675,000","$675,000",27,8,2,0.203,0.510,,,,,,-0.98
Adam Moore (minor),C,34.8,R,R,TB,TEX,1,"$600,000","$600,000",4,2,1,0.222,0.707,,,,,,0.02
Josh Thole (minor),C,32.2,L,R,DET,LAD,1,"$600,000","$600,000",,,,,,,,,,,
Dan Straily (minor),SP,30.3,R,R,MIA,BAL,1,"$575,000","$575,000",5,1,,0.161,0.544,122.3,4.12,1.30,5,,0.26
Kendall Graveman,RP,28.0,R,R,OAK,CHC,1,"$575,000","$575,000",,,,,,34.3,7.60,1.66,1,0,-0.94
Homer Bailey (minor),SP,32.8,R,R,LAD,KC,1,"$555,000","$555,000",3,,,0.115,0.263,106.3,6.09,1.64,1,,-1.45
Troy Tulowitzki,SS,34.2,R,R,TOR,NYY,1,"$555,000","$555,000",,,,,,,,,,,
Jhoulys Chacin (minor),SP,31.6,R,R,MIL,BOS,-,-,-,9,1,,0.161,0.382,192.7,3.50,1.16,15,,1.98
Francisco Cervelli,C,33.4,R,R,PIT,ATL,-,-,-,86,57,12,0.259,0.809,,,,,,2.64
Jake Buchanan (minor),RP,29.9,R,R,OAK,WSH,-,-,-,,,,,,,,,,,
Trevor Rosenthal (minor),RP,29.2,R,R,DET,NYY,-,-,-,,,,,,,,,,,
Adeiny Hechavarria,SS,30.3,R,R,NYM,ATL,-,-,-,73,31,6,0.247,0.624,,,,,,0.86
Tyler Lyons (minor),RP,31.4,L,L,PIT,NYY,-,-,-,,,,,,16.7,8.64,1.92,1,0,-1.02
David Hernandez (minor),RP,34.2,R,R,CIN,NYY,-,-,-,,,,,,64,2.53,0.98,5,0,1.78
Matt Harvey (minor),SP,30.3,R,R,LAA,OAK,-,-,-,4,1,,0.075,0.184,155,4.94,1.30,7,,-0.4
Greg Holland (minor),RP,33.7,R,R,ARI,WSH,-,-,-,,,,,,46.3,4.66,1.62,2,3,-1.45
Nick Hundley (minor),C,35.9,R,R,OAK,PHI,-,-,-,68,31,10,0.241,0.706,,,,,,-0.01
Samir Duenez (minor),1B,23.2,L,R,KC,CIN,-,-,-,,,,,,,,,,,
Carlos Torres (minor),RP,36.8,R,R,MIN,SF,-,-,-,,,,,,9.7,6.52,1.24,0,0,-0.09
Nick Vincent (minor),RP,33.0,R,R,SF,PHI,-,-,-,,,,,,56.3,3.99,1.15,4,0,0.32
Junichi Tazawa (minor),RP,33.2,R,R,CHC,CIN,-,-,-,,,,,,28,7.07,1.82,1,0,-0.96
Joe Panik,2B,28.8,L,R,SF,NYM,-,-,-,91,24,4,0.254,0.639,,,,,,-0.06
Jonathan Lucroy,C,33.1,R,R,LAA,CHC,-,-,-,100,51,4,0.241,0.616,,,,,,-0.69
Brad Brach,RP,33.2,R,R,CHC,NYM,-,-,-,,,,,,62.7,3.59,1.60,2,12,-0.07
T.J. Rivera (minor),3B,30.8,R,R,NYM,WSH,-,-,-,,,,,,,,,,,
Brian Ellington (minor),RP,28.9,R,R,BOS,SEA,-,-,-,,,,,,,,,,,
Blake Parker,RP,34.1,R,R,LAA,PHI,-,-,-,,,,,,66.3,3.26,1.24,2,15,1
Tyler Thornburg (minor),RP,30.8,R,R,BOS,LAD,-,-,-,,,,,,24,5.63,1.58,2,0,-0.04
Edwin Jackson (minor),SP,35.8,R,R,TOR,TOR,-,-,-,,,,,,92,3.33,1.22,6,,1.61
Drew Smyly (minor),SP,30.1,L,L,TEX,PHI,-,-,-,,,,,,,,,,,
Brad Boxberger (minor),RP,31.1,R,R,KC,WSH,-,-,-,,,,,,53.3,4.39,1.43,3,32,-0.67
Shelby Miller (minor),SP,28.8,R,R,TEX,MIL,-,-,-,,1,,,0.200,16,1.69,2.00,0,,-1.05
Yonder Alonso (minor),1B,32.2,L,R,CHW,COL,-,-,-,129,83,23,0.250,0.738,,,,,,1.55
Dan Jennings (minor),RP,32.2,L,L,WSH,NYY,-,-,-,2,,,0.667,1.667,64.3,3.22,1.38,4,1,0.34
Cody Allen (minor),RP,30.6,R,R,LAA,MIN,-,-,-,,,,,,67,4.70,1.36,4,27,0
Zac Rosscup (minor),RP,31.0,R,L,TOR,LAD,-,-,-,,,,,,11.3,4.77,1.15,0,0,0.02
Erik Kratz (minor),C,38.9,R,R,TB,NYY,-,-,-,48,23,6,0.236,0.635,3,,,,,0.12
Yangervis Solarte (minor),3B,31.9,S,R,SF,MIA,-,-,-,106,54,17,0.226,0.655,,,,,,-0.74
Mac Williamson (minor),RF,28.8,R,R,SF,SEA,-,-,-,20,11,4,0.213,0.678,,,,,,0.49
Vidal Nuno (minor),RP,31.8,L,L,WSH,TB,-,-,-,2,1,,1.000,2.000,33,1.64,1.03,3,0,1.02
Fernando Rodney (minor),RP,42.2,R,R,OAK,WSH,-,-,-,,,,,,64.3,3.36,1.46,4,25,0.82
Kelby Tomlinson (minor),2B,28.9,R,R,ARI,SEA,-,-,-,29,10,,0.207,0.529,,,,,,-0.06
Carlos Gonzalez (minor),RF,33.6,L,L,CLE,CHC,-,-,-,128,64,16,0.276,0.796,,,,,,0.37
Jonny Venters (minor),RP,34.2,L,L,ATL,WSH,-,-,-,,,,,,34.3,3.67,1.22,5,3,0.18
Ervin Santana (minor),SP,36.4,R,R,CHW,NYM,-,-,-,,,,,,24.7,8.03,1.62,0,,-0.6
Odrisamer Despaigne (minor),RP,32.1,R,R,CIN,CHW,-,-,-,1,,,0.200,0.400,39,6.69,1.82,2,0,-0.71
Cameron Rupp (minor),C,30.6,R,R,DET,OAK,-,-,-,,,,,,,,,,,
Travis d'Arnaud,C,30.2,R,R,NYM,LAD,-,-,-,3,3,1,0.200,0.650,,,,,,-0.06
Brad Miller (minor),2B,29.5,L,R,CLE,NYY,-,-,-,57,29,7,0.248,0.724,,,,,,0.19
Brett Nicholas (minor),C,30.8,L,R,COL,CHW,-,-,-,,,,,,,,,,,
Jen-Ho Tseng (minor),RP,24.5,L,R,CHC,TEX,-,-,-,,,,,,2,13.50,2.00,0,0,-0.16
Ben Taylor (minor),RP,26.4,R,R,CLE,ARI,-,-,-,,,,,,6,6.00,1.17,0,0,-0.04
Neftali Feliz (minor),RP,30.9,R,R,ARI,SEA,-,-,-,,,,,,,,,,,
Parker Bridwell (minor),SP,27.7,R,R,OAK,LAA,-,-,-,,,,,,6.7,17.55,2.40,1,,-0.52
Cliff Pennington (minor),SS,34.8,S,R,OAK,NYY,-,-,-,4,,,0.138,0.403,1,,,,,-0.35
Zach McAllister (minor),RP,31.2,R,R,TEX,LAD,-,-,-,,,,,,45,6.20,1.49,1,0,-0.15
Cameron Maybin (minor),RF,31.9,R,R,SF,CLE,-,-,-,85,28,4,0.249,0.662,,,,,,1.28
Sam Freeman (minor),RP,31.8,R,L,ATL,LAA,1,-,-,,,,,,50.3,4.29,1.45,3,0,-0.1
Drew Butera (minor),C,35.6,R,R,PHI,COL,-,-,-,31,21,3,0.190,0.565,0.3,,,,,-0.54
Rene Rivera (minor),C,35.6,R,R,SF,NYM,-,-,-,20,11,4,0.233,0.694,,,,,,0.37
Alcides Escobar (minor),SS,32.2,R,R,BAL,CHW,-,-,-,112,34,4,0.231,0.592,,,,,,-0.65
Sammy Solis (minor),RP,30.6,R,L,WSH,SD,-,-,-,,,,,,39.3,6.41,1.55,1,0,-0.57
Carlos Gomez (minor),RF,33.2,R,R,TB,NYM,-,-,-,75,32,9,0.208,0.634,0.3,,,,,0.61
Trevor Plouffe (minor),3B,32.7,R,R,PHI,PHI,-,-,-,3,3,1,0.250,0.750,,,,,,0.02
Tyler Cloyd (minor),RP,31.7,R,R,MIA,TB,-,-,-,,,,,,17.7,8.66,1.98,0,0,-0.38
Lucas Luetge (minor),RP,31.8,L,L,BAL,ARI,-,-,-,,,,,,,,,,,
Eric Young Jr. (minor),CF,33.7,S,R,LAA,BAL,-,-,-,22,8,1,0.202,0.551,,,,,,-0.44
Stephen Vogt (minor),C,34.2,L,R,MIL,SF,-,-,-,,,,,,,,,,,
Sean Burnett (minor),RP,36.3,L,L,MIA,NYM,-,-,-,,,,,,,,,,,
Logan Ondrusek (minor),RP,33.9,R,R,LAD,WSH,-,-,-,,,,,,,,,,,
Nick Franklin (minor),LF,27.9,S,R,MIL,PIT,-,-,-,,,,,,,,,,,-0.03
Christian Bergman (minor),RP,30.7,R,R,SEA,CHC,-,-,-,1,1,,0.500,1.000,14,5.79,1.07,0,0,-0.09
Matt Davidson (minor),DH,27.8,R,R,CHW,TEX,-,-,-,99,62,20,0.228,0.738,3,,,,,1.11
Jason Hammel (minor),RP,36.3,R,R,KC,TEX,-,-,-,,,,,,127,6.02,1.63,5,0,-1.59
Emilio Bonifacio (minor),CF,33.8,S,R,MIL,TB,-,-,-,,,,,,,,,,,
